Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Tajikistan,TJK,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Tanzania,TZA,..,..,..,..,..,16.4583333,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Thailand,THA,12.7777778,..,..,..,..,..,11.8333333,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Timor-Leste,TLS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Togo,TGO,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Tonga,TON,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Tunisia,TUN,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Turkey,TUR,..,..,..,..,..,..,19.1511724,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Turkmenistan,TKM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Uganda,UGA,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Ukraine,UKR,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,United Kingdom,GBR,..,..,..,..,..,..,12.6527778,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,United States,USA,15.9166667,15.2916667,15.2083333,15.2916667,15.5833333,15.5416667,15.875,15.9166667,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Upper middle income,UMC,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Uruguay,URY,..,..,..,..,19.8747516,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Uzbekistan,UZB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Vietnam,VNM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,West Bank and Gaza,PSE,..,..,..,..,20.1388889,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,World,WLD,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,"Yemen, Rep.",YEM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Zambia,ZMB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,Zimbabwe,ZWE,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Afghanistan,AFG,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Albania,ALB,..,..,3.4722222,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Algeria,DZA,..,..,..,3.75,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Andorra,AND,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Angola,AGO,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Antigua and Barbuda,ATG,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Arab World,ARB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Argentina,ARG,..,6.5972222,..,..,9.2486009,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Armenia,ARM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Australia,AUS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Austria,AUT,10.0539588,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Azerbaijan,AZE,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,"Bahamas, The",BHS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Bangladesh,BGD,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Barbados,BRB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Belarus,BLR,..,..,..,..,..,..,9.5138889,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Belgium,BEL,..,..,..,..,10.0694444,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Belize,BLZ,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Benin,BEN,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Bhutan,BTN,..,..,..,..,..,..,5.9027778,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Bolivia,BOL,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Bosnia and Herzegovina,BIH,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Botswana,BWA,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Brazil,BRA,5.9722222,..,..,3.125,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Bulgaria,BGR,..,9.2361111,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Burkina Faso,BFA,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Burundi,BDI,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Cabo Verde,CPV,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Cambodia,KHM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Cameroon,CMR,..,..,..,..,..,4.5678393,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Canada,CAN,..,10.4166667,..,..,..,..,..,9.5833333,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Caribbean small states,CSS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Central African Republic,CAF,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Chad,TCD,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Chile,CHL,..,..,..,..,..,..,9.8539646,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,China,CHN,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Colombia,COL,..,..,..,..,4.5416667,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Comoros,COM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,"Congo, Rep.",COG,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Costa Rica,CRI,..,..,..,..,..,..,..,..,8.3785845,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Croatia,HRV,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Czech Republic,CZE,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Denmark,DNK,11.25,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Dominica,DMA,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Dominican Republic,DOM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Ecuador,ECU,..,..,..,4.5040734,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,"Egypt, Arab Rep.",EGY,..,..,..,..,..,..,2.4305556,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,El Salvador,SLV,..,7.8451335,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Eritrea,ERI,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Estonia,EST,..,10.7638889,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Eswatini,SWZ,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Ethiopia,ETH,..,..,..,..,6.5972222,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Euro area,EMU,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,European Union,EUU,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Fiji,FJI,..,..,..,..,..,..,..,5.1947586,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Finland,FIN,..,10.4916667,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,France,FRA,..,9.4946413,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Gabon,GAB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Georgia,GEO,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Germany,DEU,..,..,..,..,10.4,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Ghana,GHA,4.5833333,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Greece,GRC,..,..,..,..,..,7.0138889,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Grenada,GRD,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Guam,GUM,..,..,..,..,..,..,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Guatemala,GTM,..,..,..,..,..,2.3575079,..,..,..,..
"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,Guinea,GIN,..,..,..,..,..,..,..,..,..,..
